municipality,latitude,longitude,surface_total_in_m2,surface_covered_in_m2,rooms,price_aprox_usd
Almagro,-34.6120565,-58.4194649,109.0,101.0,,185000.0
Paternal,-34.60613,-58.4741353,57.0,52.0,3.0,120000.0
Caballito,-34.6176481,-58.4619167,50.0,45.0,1.0,108432.25
San Telmo,-34.62321,-58.373421,92.0,82.0,4.0,135000.0
Liniers,-34.6484267206,-58.5251626558,55.0,55.0,2.0,83000.0
Palermo,-34.5682588404,-58.4355114116,85.0,82.0,,255000.0
Palermo,-34.5744675,-58.4203341,70.0,64.0,4.0,265000.0
Almagro,-34.6026087,-58.4241996,135.0,120.0,,247000.0
Palermo,-34.5878079,-58.4398618,41.0,36.0,,98654.35
Saavedra,-34.5497167,-58.4773479,128.0,114.0,4.0,378000.0
San Telmo,-34.6244303,-58.3741828,52.0,47.0,2.0,113239.0
Villa Lugano,,,67.0,67.0,3.0,100000.0
Belgrano,-34.566463,-58.4517026,101.0,69.0,4.0,220000.0
Palermo,-34.5887304,-58.4180122,39.0,35.0,2.0,115000.0
Floresta,-34.6360006,-58.4776018,62.0,59.0,3.0,102000.0
Almagro,-34.6025221,-58.4276485,75.0,75.0,,200000.0
Belgrano,-34.5631959,-58.4432214,159.0,136.0,5.0,330000.0
Belgrano,,,53.0,36.0,1.0,120000.0
Barrio Norte,-34.5824961,-58.4102772,100.0,91.0,4.0,270000.0
Caballito,-34.6037879967,-58.4334910704,48.0,45.0,2.0,118000.0
Palermo,,,103.0,73.0,3.0,199000.0
San Cristobal,-34.615138,-58.3992878,92.0,87.0,,180000.0
Villa Crespo,-34.5938632862,-58.4451652672,76.0,73.0,,159000.0
Chacarita,-34.5847708,-58.4551274,64.0,56.0,3.0,94000.0
Flores,-34.6306138,-58.4665646,70.0,70.0,3.0,90000.0
Palermo,,,37.0,34.0,1.0,100000.0
San Telmo,-34.6244303,-58.3741828,52.0,47.0,2.0,112944.0
Belgrano,-34.5720619694,-58.44602108,45.0,41.0,,158000.0
Parque Patricios,-34.6314404,-58.3890798,94.0,90.0,4.0,165000.0
Belgrano,-34.563205,-58.446027,40.0,40.0,1.0,159000.0
Flores,-34.642018,-58.4558648,77.0,77.0,,103000.0
Almagro,-34.612287,-58.422895,88.0,81.0,3.0,211196.0
Villa Crespo,-34.5930501,-58.4433401,53.0,39.0,2.0,95000.0
Villa Crespo,-34.6027128,-58.4371733,71.0,66.0,2.0,147000.0
Caballito,-34.6279785,-58.4494266,55.0,49.0,,102000.0
Mataderos,-34.6548262,-58.5062553,43.0,43.0,,83000.0
Boca,-34.627625,-58.360648,41.0,37.0,1.0,70000.0
Almagro,-34.6031950994,-58.4215840161,100.0,95.0,4.0,230000.0
Boca,-34.631599,-58.362898,97.0,73.0,3.0,82000.0
Chacarita,-34.5907409831,-58.4487530794,100.0,39.0,,85871.0
Belgrano,-34.572629286,-58.4441150725,48.0,45.0,,120000.0
Caballito,-34.6158238,-58.4333203,78.0,78.0,2.0,99999.0
Nuñez,-34.5531141,-58.4610751,106.0,91.0,3.0,369000.0
Agronomía,-34.5942724,-58.4949974,52.0,48.0,,110000.0
Palermo,-34.5841264,-58.4156289,85.0,85.0,3.0,205000.0
Liniers,-34.6448254251,-58.5105035005,55.0,50.0,,100000.0
Villa Urquiza,-34.5688712,-58.4884216,51.0,42.0,2.0,100000.0
Palermo,-34.5760944,-58.4332152,44.0,41.0,2.0,150000.0
Nuñez,-34.5421771,-58.4766418,54.0,51.0,3.0,114000.0
Recoleta,-34.5951639296,-58.385974119,80.0,77.0,,230000.0
Villa Crespo,-34.60808733,-58.43089266,39.0,35.0,2.0,105000.0
San Telmo,-34.6200189,-58.3700544,62.0,58.0,,100000.0
Almagro,-34.6029165,-58.4179303,65.0,56.0,3.0,130000.0
Palermo,-34.5864268,-58.4304968,182.0,92.0,3.0,348000.0
Parque Centenario,-34.6142794,-58.4354197,45.0,45.0,3.0,95000.0
Villa Lugano,-34.6785525531,-58.4901165962,74.0,74.0,,65000.0
Villa General Mitre,-34.6088011,-58.4697781,80.0,71.0,3.0,200000.0
Recoleta,-34.5901166454,-58.3940806918,45.0,45.0,,122000.0
Villa Crespo,-34.603438,-58.4364402,45.0,40.0,,130000.0
Retiro,-34.6036844,-58.3815591,67.0,62.0,3.0,170000.0
Barrio Norte,-34.5956924332,-58.4032338789,102.0,100.0,3.0,235000.0
Parque Chacabuco,-34.6314846,-58.4374634,43.0,43.0,,90000.0
Parque Patricios,-34.6274466,-58.3912281,80.0,80.0,2.0,110000.0
Coghlan,-34.5663095,-58.4703235,37.0,37.0,2.0,93000.0
Villa Crespo,-34.6003579,-58.4372479,85.0,80.0,3.0,150000.0
Floresta,,,55.0,60.0,,99000.0
Barrio Norte,-34.5908976,-58.3842513,65.0,65.0,3.0,299000.0
Caballito,-34.6176481,-58.4619167,50.0,45.0,1.0,123922.62
San Telmo,-34.6328552,-58.3855479,47.0,44.0,1.0,135000.0
Palermo,-34.5887356,-58.4198315,40.0,40.0,2.0,105000.0
Almagro,-34.6038466,-58.4156749,40.0,40.0,,67000.0
Flores,-34.6272555,-58.4516154,96.0,88.0,4.0,155000.0
Palermo,-34.5931463873,-58.4154713548,66.0,54.0,3.0,165000.0
Palermo,-34.5977948,-58.4176246,52.0,50.0,3.0,114000.0
Villa Crespo,-34.5970138957,-58.4341279413,106.0,99.0,3.0,184000.0
Villa Crespo,-34.602894,-58.443311,204.0,132.0,5.0,278000.0
Palermo,-34.59770557,-58.4166613563,52.0,50.0,1.0,139000.0
Almagro,-34.5707547,-58.5414898,49.0,45.0,1.0,88549.51
Barrio Norte,-34.5893508,-58.408068,89.0,89.0,3.0,270000.0
Palermo,,,86.0,82.0,3.0,285000.0
Villa Devoto,-34.609508,-58.51432,57.0,42.0,2.0,90000.0
Belgrano,-34.5652742,-58.4715823,55.0,48.0,2.0,151000.0
Belgrano,-34.5647052,-58.4588362,84.0,84.0,3.0,190000.0
Mataderos,-34.64832,-58.5007399,67.0,62.0,3.0,146000.0
Nuñez,-34.5506896,-58.4589535,115.0,70.0,,229000.0
Barrio Norte,-34.5986461,-58.39644,114.0,109.0,1.0,228000.0
Palermo,-34.5781496,-58.4235496,64.0,59.0,3.0,215000.0
San Telmo,,,47.0,42.0,2.0,115279.0
San Telmo,-34.623355314,-58.3762410896,36.0,36.0,1.0,79736.0
Palermo,-34.5833654,-58.406108,150.0,137.0,5.0,375000.0
Recoleta,-34.5895459,-58.3973636,96.0,90.0,4.0,260000.0
Villa Pueyrredón,-34.5794426,-58.499546,41.0,34.0,,85000.0
Belgrano,-34.5548123,-58.4396756,45.0,42.0,1.0,120000.0
Flores,-34.6318808,-58.47095,74.0,70.0,4.0,125000.0
Caballito,-34.6237427,-58.4416928,114.0,105.0,,280000.0
Flores,-34.6213159,-58.4604044,80.0,75.0,,210000.0
Mataderos,-34.6487541,-58.5002128,47.0,42.0,2.0,93812.0
San Nicolás,-34.6047489,-58.3784568,70.0,70.0,,115000.0
Barrio Norte,-34.591549,-58.405353,66.0,60.0,3.0,198000.0
Almagro,-34.6193883,-58.4276243,77.0,74.0,,183000.0
Monserrat,-34.6156028,-58.387988,180.0,160.0,,350000.0
Once,-34.6044575,-58.4067611,82.0,80.0,3.0,145000.0
San Telmo,-34.6171517,-58.3724261,35.0,35.0,1.0,91000.0
Once,-34.6055902756,-58.3951538254,66.0,60.0,,135000.0
Saavedra,-34.5556734,-58.4833097,52.0,45.0,2.0,140000.0
Palermo,-34.5900864,-58.4202008,55.0,45.0,,159500.0
Belgrano,-34.5537202,-58.436904,107.0,103.0,3.0,342400.0
Almagro,-34.6024025049,-58.4301271859,151.0,140.0,5.0,295000.0
Villa Urquiza,-34.583633,-58.47327,39.0,36.0,1.0,79000.0
Palermo,-34.5940701,-58.4156942,111.0,102.0,3.0,282000.0
San Nicolás,-34.5992225,-58.3856386,166.0,166.0,7.0,280000.0
Villa Luro,-34.6380234,-58.5018908,53.0,53.0,,108000.0
Congreso,-34.6191930291,-58.3926755015,59.0,52.0,3.0,122000.0
Balvanera,-34.6023793788,-58.4594417148,76.0,70.0,,130000.0
Recoleta,-34.5899608247,-58.4008491416,129.0,127.0,,280000.0
Villa Crespo,-34.5933706,-58.4422322,40.0,35.0,1.0,72850.0
Caballito,-34.6220968,-58.4382332,139.0,115.0,5.0,310000.0
Palermo,-34.5818399,-58.4131696,42.0,35.0,1.0,177000.0
Palermo,-34.5749336,-58.4405971,39.0,39.0,1.0,95000.0
Palermo,-34.5979435834,-58.415852535,52.0,50.0,,139000.0
Congreso,-34.6079114,-58.3907038,75.0,75.0,3.0,133000.0
Congreso,-34.606283,-58.3922029,69.0,59.0,2.0,153000.0
Palermo,-34.5859757,-58.4150508,97.0,90.0,,225000.0
Barrio Norte,-34.59828239,-58.3938881927,117.0,109.0,,198000.0
Belgrano,-34.5599206,-58.4451089,82.0,73.0,3.0,234000.0
Almagro,-34.607722,-58.41412,55.0,53.0,3.0,87000.0
Nuñez,-34.5429344,-58.4617742,39.0,35.0,1.0,129000.0
Balvanera,-34.6017777,-58.4053874,102.0,94.0,,235000.0
Colegiales,-34.6037137392,-58.3815808896,64.0,60.0,2.0,210000.0
Flores,-34.6287428,-58.4674809,50.0,50.0,3.0,93000.0
Flores,-34.6472257,-58.4923125,68.0,45.0,3.0,103000.0
Palermo,-34.586164,-58.438563,54.0,48.0,1.0,140000.0
Caballito,-34.6276247,-58.4529543,45.0,45.0,1.0,95000.0
Caballito,-34.6246798544,-58.4483599663,140.0,120.0,,300000.0
Villa Lugano,-34.6773645,-58.4921739,50.0,50.0,1.0,35000.0
Parque Chacabuco,-34.6421604,-58.423024,49.0,45.0,2.0,87000.0
Congreso,-34.61137,-58.390396,124.0,99.0,3.0,245000.0
Villa Devoto,-34.5982791,-58.4995167,88.0,80.0,,230000.0
Parque Centenario,-34.685943,-58.5439579,58.0,50.0,3.0,110000.0
San Telmo,-34.6171517,-58.3724261,35.0,35.0,1.0,93000.0
Belgrano,-34.5742178,-58.44173,44.0,36.0,,95000.0
Parque Patricios,-34.6418941,-58.4127784,35.0,35.0,2.0,60000.0
Belgrano,-34.5751647,-58.4421072,51.0,44.0,2.0,115000.0
Villa Crespo,-34.6076685,-58.449767,53.0,45.0,2.0,125000.0
Villa Urquiza,-34.5695091583,-58.485224101,46.0,40.0,,100000.0
Boedo,-34.6336034872,-58.4237387776,44.0,44.0,,68000.0
Caballito,-34.6171896,-58.4413475,35.0,35.0,1.0,130000.0
Villa Urquiza,-34.5762785,-58.4711259,48.0,44.0,2.0,106000.0
Monserrat,-34.6167232,-58.3874498,68.0,38.0,2.0,140000.0
Villa Crespo,-34.5930806547,-58.445953906,74.0,66.0,4.0,150000.0
Nuñez,-34.5429344,-58.4617742,44.0,39.0,1.0,165000.0
Villa Urquiza,-34.5759248,-58.4865362,129.0,92.0,4.0,190000.0
Mataderos,-34.6534277,-58.5186688,310.0,210.0,6.0,280000.0
Villa Urquiza,-34.5679755,-58.4853085,60.0,53.0,,113300.0
San Telmo,-34.626605,-58.376799,86.0,72.0,4.0,125000.0
Barracas,-34.633033,-58.386288,35.0,35.0,2.0,68000.0
Boedo,-34.626769,-58.4252038,58.0,50.0,2.0,127500.0
Belgrano,-34.5620844,-58.4566864,42.0,42.0,2.0,95000.0
Barracas,-34.6425826,-58.3728643,75.0,70.0,3.0,185000.0
Belgrano,-34.5622063,-58.4593905,134.0,124.0,,320000.0
Floresta,,,38.0,34.0,,76000.0
Balvanera,-34.599749,-58.4122179,101.0,91.0,3.0,215000.0
Almagro,-34.6052922,-58.40905,88.0,86.0,4.0,149000.0
Las Cañitas,-34.5679891,-58.4339848,49.0,43.0,2.0,241550.0
Parque Chacabuco,-34.629036,-58.4394486,83.0,65.0,,172000.0
Caballito,-34.6296029924,-58.4412987828,52.0,45.0,2.0,126371.0
Palermo,-34.5652122,-58.4362987,90.0,85.0,4.0,389000.0
Nuñez,-34.537377,-58.4673599,55.0,55.0,3.0,110000.0
Caballito,-34.6097576,-58.4482756,68.0,51.0,2.0,159000.0
Belgrano,-34.5683121,-58.4481303,85.0,81.0,2.0,204000.0
Palermo,-34.5881138,-58.4196171,72.0,72.0,3.0,160000.0
Mataderos,-34.6476635,-58.4983674,91.0,81.0,,138000.0
Villa Urquiza,-34.5701065701,-58.4762481502,36.0,36.0,1.0,118000.0
Palermo,-34.5795217,-58.4343212,43.0,39.0,,121000.0
Almagro,-34.6058972,-58.4247453,90.0,90.0,3.0,145000.0
San Telmo,-34.625815,-58.375378,52.0,52.0,2.0,98800.0
Belgrano,-34.5750344,-58.4388816,137.0,60.0,3.0,170000.0
Boca,-34.633384,-58.354396,124.0,69.0,4.0,75000.0
Centro / Microcentro,-34.6177615,-58.383662,58.0,49.0,2.0,97500.0
Belgrano,-34.6037137392,-58.3815808896,135.0,70.0,3.0,320000.0
Villa Urquiza,-34.582763,-58.4678723,60.0,55.0,2.0,140000.0
Villa Luro,-34.6405283,-58.5294588,55.0,50.0,,150000.0
Villa Crespo,-34.6003579,-58.4372479,85.0,80.0,3.0,150000.0
Palermo,-34.5883623491,-58.396119055,103.0,76.0,4.0,315000.0
Villa Crespo,-34.6045043,-58.4372375,70.0,70.0,4.0,139500.0
Palermo,-34.5978249,-58.4164389,50.0,45.0,1.0,127000.0
Belgrano,-34.565238,-58.4579407,42.0,42.0,2.0,99000.0
San Cristobal,-34.6231081,-58.3969698,73.0,58.0,2.0,98000.0
Paternal,-34.5958969,-58.4715637,50.0,40.0,,107192.0
Flores,-34.6188814227,-58.4619426727,59.0,59.0,2.0,98000.0
Saavedra,-34.5491427288,-58.4849882126,66.0,66.0,,89000.0
Villa Crespo,-34.5953909,-58.44852,60.0,48.0,,99000.0
Parque Chacabuco,-34.6421604,-58.423024,49.0,45.0,2.0,88000.0
Palermo,-34.5980379,-58.413308,75.0,70.0,,145000.0
Palermo,-34.588481,-58.438827,42.0,36.0,2.0,131353.0
Boca,-34.6302976,-58.3615014,52.0,52.0,3.0,69000.0
Once,-34.6040434,-58.3680934,103.0,78.0,,129000.0
Boca,-34.626881,-58.365201,62.0,59.0,3.0,90000.0
Las Cañitas,-34.567984,-58.4337562,85.0,79.0,3.0,292340.0
Once,-34.613354,-58.4019882,37.0,37.0,2.0,75000.0
Flores,-34.6316993,-58.455577,155.0,125.0,4.0,270000.0
Belgrano,-34.5652742,-58.4715823,94.0,63.0,3.0,200000.0
Flores,-34.6256447,-58.4611155,41.0,37.0,,81900.0
Nuñez,-34.5434834448,-58.4713385688,95.0,84.0,,240000.0
Villa Crespo,-34.5931338,-58.4351147,50.0,46.0,2.0,98500.0
Flores,-34.62241,-58.4665625,58.0,52.0,4.0,88000.0
Balvanera,-34.6063185,-58.4033244,80.0,80.0,,120000.0
San Telmo,-34.6244301,-58.3741828,52.0,47.0,2.0,124861.0
Caballito,-34.6161607,-58.4584073,39.0,35.0,2.0,78000.0
Belgrano,-34.5616857,-58.4631122,42.0,36.0,,97000.0
Coghlan,-34.5653209202,-58.4716025037,41.0,37.0,1.0,82000.0
Balvanera,-34.606387,-58.3968113,105.0,105.0,4.0,188000.0
Mataderos,-34.6540398,-58.5062386,44.0,36.0,2.0,95900.0
Recoleta,-34.599166,-58.402443,112.0,112.0,5.0,265000.0
Congreso,-34.609735996,-58.3986787482,41.0,34.0,2.0,69500.0
Caballito,-34.6277787,-58.4324062,66.0,60.0,2.0,165000.0
Boedo,-34.6299454,-58.410117,80.0,45.0,2.0,94900.0
Nuñez,-34.5519084,-58.4685759,65.0,56.0,2.0,181721.32
Monserrat,-34.6233199695,-58.3974607122,52.0,42.0,,112794.81
Belgrano,-34.5562335,-58.4619755,41.0,41.0,1.0,109400.0
Villa Lugano,,,65.0,65.0,3.0,64500.0
Villa Urquiza,-34.5710901,-58.490498,47.0,38.0,,88000.0
Flores,-34.6282476151,-58.4653451944,48.0,37.0,2.0,65000.0
Saavedra,-34.5574837,-58.4806697,48.0,40.0,1.0,120000.0
Once,-34.6112189,-58.405421,67.0,63.0,,107000.0
Villa Santa Rita,-34.6137748,-58.4777341,75.0,65.0,3.0,145945.0
Centro / Microcentro,-34.5990818,-58.3791226,42.0,42.0,3.0,110000.0
Barrio Norte,-34.5909111,-58.4078732,169.0,133.0,,300000.0
Villa Devoto,-34.6188284,-58.5188057,43.0,39.0,,57000.0
Caballito,-34.616384,-58.435946,144.0,135.0,4.0,298000.0
Centro / Microcentro,-34.61335,-58.38465,36.0,36.0,1.0,86000.0
Almagro,-34.602307,-58.4423878,130.0,120.0,4.0,195000.0
Belgrano,-34.6037137392,-58.3815808896,38.0,35.0,1.0,98000.0
Mataderos,-34.6532248,-58.5135284,65.0,60.0,3.0,150000.0
Villa Crespo,-34.5971308,-58.4417361,57.0,53.0,2.0,144000.0
Palermo,-34.5875583567,-58.4145884958,58.0,52.0,,178000.0
Las Cañitas,-34.567984,-58.4337562,58.0,45.0,2.0,263716.0
Belgrano,-34.5622092,-58.4444724,138.0,138.0,4.0,345000.0
Flores,-34.6205971,-58.4608572,80.0,80.0,3.0,210000.0
Caballito,-34.6170265,-58.4484746,67.0,35.0,1.0,74500.0
Barrio Norte,-34.5890311,-58.4100626,43.0,38.0,1.0,150000.0
Once,-34.6051385,-58.4056608,72.0,72.0,2.0,129000.0
Villa Urquiza,-34.5721502944,-58.4884859626,95.0,90.0,4.0,165000.0
Palermo,-34.5859727,-58.4148281,229.0,70.0,3.0,225000.0
Parque Patricios,-34.6299244,-58.4098381,69.0,69.0,,151800.0
Palermo,-34.5774019,-58.4285728,97.0,70.0,2.0,180000.0
Belgrano,-34.557305,-58.446278,40.0,40.0,,92000.0
Palermo,-34.5978249,-58.4164389,53.0,50.0,2.0,140000.0
Barracas,-34.6321116,-58.3703982,48.0,42.0,1.0,96878.57
Parque Patricios,-34.6298858,-58.4098611,72.0,45.0,2.0,106000.0
Belgrano,-34.5620844,-58.4566864,60.0,60.0,3.0,179000.0
Villa Crespo,-34.5945973678,-58.4420452511,51.0,47.0,1.0,94000.0
Palermo,-34.5711496,-58.4232966,56.0,47.0,2.0,142000.0
Villa Devoto,-34.6058085,-58.5136763,125.0,115.0,4.0,355000.0
Belgrano,-34.5655003239,-58.4403128462,135.0,135.0,,370000.0
San Cristobal,-34.6222103,-58.4043385,48.0,44.0,2.0,106480.93
Palermo,-34.5785739,-58.43757,40.0,35.0,1.0,95000.0
Floresta,,,68.0,60.0,,110000.0
Belgrano,-34.5620844,-58.4566864,69.0,47.0,2.0,176000.0
Villa Crespo,-34.6021538,-58.4335529,75.0,70.0,3.0,149000.0
Belgrano,-34.5625,-58.458333,91.0,75.0,3.0,330000.0
Palermo,-34.573032,-58.437266,53.0,53.0,3.0,158000.0
Caballito,-34.616703,-58.4570045,46.0,42.0,2.0,125000.0
Balvanera,-34.6202698,-58.3931932,46.0,45.0,,85000.0
Paternal,-34.5958969,-58.4715637,92.0,75.0,,169147.0
Caballito,-34.617497,-58.4578104,53.0,47.0,,114000.0
Once,-34.6112267,-58.4052553,123.0,120.0,5.0,170000.0
Almagro,-34.6079346,-58.4200398,37.0,37.0,1.0,78000.0
Tribunales,-34.6028323,-58.3871904,45.0,45.0,2.0,78000.0
Caballito,-34.615941,-58.439588,93.0,60.0,3.0,183000.0
Caballito,-34.61838,-58.436371,146.0,143.0,4.0,220000.0
Balvanera,-34.6112232,-58.41567,70.0,70.0,3.0,125000.0
Balvanera,-34.6138745,-58.4050396,82.0,77.0,3.0,152000.0
Recoleta,-34.5953839,-58.374761,145.0,145.0,,370000.0
Flores,-34.6186349,-58.478887,35.0,35.0,,57634.0
Villa Crespo,-34.60162174,-58.43416395,72.0,68.0,3.0,119500.0
Barrio Norte,,,180.0,170.0,,385000.0
Palermo,-34.59770557,-58.4166613563,50.0,45.0,1.0,127000.0
Villa Devoto,-34.5891219,-58.515064,61.0,58.0,3.0,109500.0
Villa Crespo,-34.6036844,-58.3815591,66.0,51.0,2.0,104000.0
Villa del Parque,-34.6082976,-58.4853178,38.0,35.0,1.0,85000.0
Villa Urquiza,-34.5761605,-58.4853088,98.0,88.0,4.0,300000.0
Balvanera,-34.6031182,-58.4067285,120.0,120.0,4.0,325000.0
Caballito,-34.6049321,-58.4350536,54.0,47.0,,100000.0
Belgrano,-34.5546395,-58.4393927,47.0,44.0,1.0,123000.0
Barrio Norte,,,120.0,110.0,4.0,330000.0
Parque Centenario,-34.6022939096,-58.4422072937,130.0,120.0,4.0,195000.0
Mataderos,-34.6508775,-58.505965,44.0,40.0,,60000.0
Recoleta,-34.5865616106,-58.400336361,67.0,67.0,,290000.0
Boedo,-34.6267858,-58.4253358,39.0,35.0,,40448.28
Balvanera,-34.6120966048,-58.4009582373,55.0,50.0,2.0,94000.0
Belgrano,-34.5596974,-58.4576976,72.0,64.0,,159000.0
Mataderos,-34.6574823,-58.505093,249.0,226.0,,310000.0
Saavedra,-34.5413289,-58.473409,94.0,66.0,3.0,52064.0
Colegiales,-34.5817888,-58.449509,49.0,43.0,2.0,129000.0
Colegiales,-34.5745068,-58.458131,41.0,38.0,3.0,160000.0
Villa Urquiza,-34.570884,-58.4886936,40.0,40.0,1.0,110503.66
Caballito,-34.5980302,-58.4466782,42.0,42.0,,95000.0
Villa Crespo,-34.5981389,-58.4272486,96.0,90.0,4.0,185000.0
Monserrat,-34.61016,-58.372036,135.0,130.0,5.0,275000.0
Paternal,-34.5904622,-58.370987,52.0,47.0,2.0,108576.0
Congreso,-34.6102476,-58.3875204,55.0,50.0,2.0,95900.0
Caballito,-34.607284,-58.448776,43.0,36.0,2.0,92000.0
Balvanera,-34.609317,-58.4018666,106.0,106.0,4.0,139000.0
Palermo,-34.582673,-58.4439135,105.0,38.0,2.0,169500.0
Recoleta,-34.5905181,-58.3886654,42.0,37.0,1.0,178100.0
Almagro,-34.6068285,-58.4276256,41.0,35.0,1.0,93750.0
Palermo,-34.5732902979,-58.4314790193,112.0,84.0,4.0,235000.0
Villa Crespo,-34.6047969,-58.454126,45.0,40.0,2.0,123000.0
Palermo,-34.5894007,-58.4067004,110.0,103.0,4.0,259000.0
Colegiales,-34.5817888,-58.449509,49.0,43.0,2.0,124000.0
Caballito,-34.6174676,-58.4378943,42.0,35.0,2.0,77000.0
Belgrano,-34.5636498,-58.4653792,71.0,45.0,1.0,162000.0
Caballito,-34.6132205,-58.4412194,55.0,52.0,2.0,149310.0
San Telmo,-34.617307962,-58.37515263,66.0,45.0,3.0,110000.0
Belgrano,-34.567057,-58.4482049,128.0,120.0,4.0,395000.0
Monserrat,-34.614914,-58.37457,62.0,62.0,3.0,118000.0
Belgrano,-34.5592184,-58.4660872,43.0,43.0,1.0,118000.0
Villa Devoto,-34.5915663,-58.5068965,88.0,79.0,4.0,254000.0
Monserrat,-34.613335,-58.3844801,44.0,39.0,2.0,67000.0
Caballito,-34.607026,-58.442438,49.0,44.0,2.0,137800.0
Villa Crespo,-34.6035914,-58.440711,41.0,36.0,,82000.0
Villa Urquiza,-34.5754338,-58.4725369,47.0,42.0,1.0,97000.0
Villa Pueyrredón,-34.5791176158,-58.5127033839,80.0,80.0,,95000.0
Flores,-34.6266172,-58.4599658,64.0,56.0,3.0,156005.41
San Cristobal,-34.6202698,-58.3931932,46.0,45.0,,85000.0
Centro / Microcentro,-34.61335,-58.38465,35.0,35.0,1.0,84500.0
Belgrano,-34.5617581344,-58.4446591455,68.0,68.0,,174000.0
Villa del Parque,-34.6028305,-58.4887769,76.0,65.0,3.0,158000.0
Caballito,-34.6223362,-58.4348699,52.0,48.0,2.0,157500.0
San Telmo,,,52.0,47.0,2.0,109539.0
Villa Urquiza,-34.5702998,-58.4900365,53.0,47.0,2.0,125000.0
Nuñez,-34.5546333,-58.4673952,53.0,42.0,2.0,144500.0
Once,-34.5997272,-58.4058463,102.0,94.0,,200000.0
Almagro,-34.60306,-58.4239913,152.0,152.0,5.0,363000.0
Saavedra,-34.5538467,-58.4920942,59.0,50.0,2.0,116710.79
Barrio Norte,-34.5943105,-58.3899849,38.0,38.0,1.0,130000.0
San Telmo,-34.615626,-58.3845014,90.0,54.0,3.0,181000.0
Monserrat,-34.614918,-58.373853,94.0,94.0,3.0,162000.0
Palermo,-34.5956416,-58.4096182,38.0,36.0,,99500.0
Palermo,-34.5864796,-58.4304316,100.0,80.0,4.0,307000.0
Palermo,-34.5831888,-58.4104439,150.0,90.0,,330000.0
Barracas,-34.637261,-58.36907,49.0,44.0,2.0,93878.49
Colegiales,-34.5735609684,-58.4585732418,63.0,54.0,,140000.0
Monserrat,-34.6111511,-58.3683637,63.0,63.0,,95000.0
Floresta,-34.6347549,-58.478059,50.0,50.0,3.0,89000.0
Barrio Norte,-34.587728,-58.406951,50.0,48.0,2.0,120000.0
Recoleta,-34.5951698271,-58.3900615127,41.0,37.0,1.0,190000.0
Villa Pueyrredón,-34.5800551977,-58.4966889656,55.0,47.0,2.0,116000.0
Boedo,-34.625307,-58.415024,72.0,66.0,3.0,159500.0
Palermo,-34.5779764,-58.4231617,55.0,50.0,2.0,195000.0
Barracas,-34.631591,-58.370191,49.0,42.0,1.0,85118.97
Monserrat,-34.6165788,-58.3916393,70.0,70.0,,119000.0
Barrio Norte,-34.5908226,-58.4079215,169.0,169.0,4.0,290000.0
Saavedra,-34.5562825,-58.4790126,45.0,37.0,1.0,95000.0
Balvanera,-34.6119236451,-58.3982587534,53.0,50.0,3.0,110000.0
Villa Crespo,-34.6073276,-58.4572415,184.0,106.0,3.0,159500.0
Balvanera,-34.6067469613,-58.4088375128,40.0,38.0,,80000.0
Villa Lugano,,,56.0,56.0,3.0,55000.0
Villa del Parque,-34.6048815,-58.4945928,149.0,140.0,4.0,298000.0
Villa Devoto,-34.5987119,-58.5033133,159.0,140.0,5.0,350000.0
Flores,-34.6264841455,-58.460080827,65.0,56.0,,144890.36
Barrio Norte,-34.5981592,-58.3973811,69.0,64.0,3.0,177000.0
Retiro,-34.593676,-58.379997,38.0,38.0,2.0,155000.0
Palermo,-34.5878079,-58.4398618,56.0,51.0,,132196.83
Villa Urquiza,-34.5731507,-58.482362,41.0,34.0,1.0,95876.0
Villa Crespo,-34.6047861,-58.4618321,46.0,44.0,2.0,125000.0
Congreso,-34.6080508511,-58.394733431,100.0,100.0,,195000.0
Palermo,-34.5900864,-58.4202008,55.0,45.0,,162000.0
Caballito,-34.6113138,-58.4390404,64.0,59.0,3.0,195000.0
Nuñez,-34.5502714,-58.4531919,76.0,72.0,3.0,220000.0
Barracas,-34.6362315,-58.3755151,54.0,46.0,2.0,130000.0
Congreso,-34.6055677,-58.3918814,222.0,222.0,6.0,375000.0
Belgrano,-34.5611793,-58.4528278,87.0,78.0,,195000.0
Flores,-34.6186349,-58.478887,35.0,35.0,,58682.0
Villa Urquiza,-34.5719526,-58.4744425,36.0,36.0,1.0,84000.0
Belgrano,-34.5663187,-58.4492227,187.0,160.0,5.0,395000.0
Belgrano,-34.5675643,-58.4569407,127.0,127.0,4.0,349000.0
Caballito,-34.6022787109,-58.4416678963,130.0,120.0,4.0,195000.0
San Nicolás,-34.6016325511,-58.3874569455,55.0,55.0,,130000.0
Flores,-34.626394,-58.4594467,65.0,56.0,3.0,136346.89
Barrio Norte,-34.6037137392,-58.3815808896,37.0,35.0,1.0,120000.0
Boedo,-34.625293,-58.415027,82.0,72.0,3.0,214500.0
Liniers,-34.6516134,-58.5267535,61.0,55.0,3.0,97000.0
Belgrano,-34.5666853,-58.4533789,49.0,44.0,3.0,138000.0
Barrio Norte,-34.5902079,-58.4070158,76.0,56.0,,166000.0
Palermo,-34.5765945,-58.4366908,62.0,52.0,2.0,187000.0
Nuñez,-34.5507808,-58.4546238,60.0,54.0,,125000.0
Boedo,-34.625307,-58.415024,44.0,44.0,2.0,105000.0
